Term,NES,pval,fdr,leading_edge
Complement,1.1590905998260492,0.5,0.3224479682854311,FYN;DUSP5;CR1;GPD2;CDH13;CASP7;APOC1;EHD1;RBSN;BRPF3;CTSD;CD59;KCNIP2;HSPA1A;ANXA5;IRF1;CSRP1;PREP;CTSH;SERPING1;CALM3;S100A9;HSPA5;LGALS3;C1S;ANG;CTSL;PFN1;ERAP2;DOCK4;KYNU;CTSB;USP16;JAK2;DGKH;MAFF;S100A13;TIMP2;GNAI3;ADAM9;F3;CTSC;CPM;L3MBTL4;FN1;PLSCR1;PIK3CA;CCL5;LAP3;CFH;CBLB;CP;DOCK10;C1R;RASGRP1;IRF7;PPP4C;CEBPB;PSMB9;HNF4A;ATOX1;USP14;LAMP2;PLAUR;DUSP6;F5;LTA4H;IRF2;PIM1;C2;IL6;ZFPM2;TIMP1;CD46;RNF4;SERPINE1;PLAT;CLU;CTSO;CDA;C3;PSEN1;PRCP;ITGAM;APOBEC3G;PDP1;MMP14;COL4A2;FDX1;RHOG;S100A12;RAF1;GRB2
Hypoxia,1.154566856038756,0.5,0.31091604134220585,S100A4;IGFBP3;SDC2;NR3C1;TPST2;PPARGC1A;NEDD4L;CAV1;LDHA;UGP2;DTNA;GPC3;ANKZF1;MT1E;TES;PYGM;IER3;PRKCA;BNIP3L;FAM162A;LOX;CDKN1A;CITED2;GBE1;HSPA5;JUN;ANXA2;ATF3;MIF;KLF6;HK1;PNRC1;PFKL;TMEM45A;HMOX1;TPI1;HEXA;BTG1;MAFF;SLC2A3;PRDX5;ANGPTL4;CCN5;F3;GAPDH;ALDOC;KDELR3;CCN2;SRPX;CAVIN3;BHLHE40;HK2;FOS;CP;KLHL24;ZFP36;GRHPR;IDS;CDKN1C;NFIL3;B4GALNT2;BGN;ENO1;RORA;GAA;PGM1;MT2A;PLAUR;ISG20;MXI1;TGFBI;VHL;CA12;ILVBL;PIM1;TPBG;GPI;IL6;GALK1;JMJD6;CAVIN1;DUSP1;AK4;SULT2B1;CCN1;BCL2
Pancreas Beta Cells,1.1011382910971166,0.3227848101265823,0.38070997387152,DCX;ELP4;SEC11A;PCSK1;SRP14;SPCS1;SRPRB;SRP9;MAFB;HNF1A
Cholesterol Homeostasis,1.0613004632352896,0.3333333333333333,0.431637006075753,ATF5;GLDC;FASN;GSTM2;ADH4;ANXA5;FDPS;ALCAM;CTNNB1;PPARG;SQLE;S100A11;LGALS3;ATF3;ATXN2;PNRC1;IDI1;ACTG1;GPX8;ALDOC;GUSB;PLSCR1;SCD;LDLR;NFIL3;PCYT2;DHCR7;PLAUR;MAL2;CD9;PMVK;MVD;ACSS2;FBXO6;CLU;CPEB2;HMGCR;FADS2;ECH1;CXCL16;ANXA13;CHKA;STX5;TNFRSF12A;ERRFI1;SEMA3B;LGMN;JAG1;TP53INP1;CBS;SREBF2;GNAI1;TM7SF2;NSDHL;MVK;TRIB3;CYP51A1;HSD17B7;ETHE1;EBP
p53 Pathway,1.0,1.0,0.4870168483647176,PVT1;S100A10;S100A4;RGS16;BTG2;RAP2B;CCND3;NOL8;RRP8;CDH13;PTPRE;LDHB;CTSD;ST14;RACK1;NUPR1;MKNK2;IER3;CCND2;PLXNB2;RPS12;DNTTIP2;RPS27L;FAM162A;HEXIM1;IFI30;EI24;SERTAD3;CDKN1A;CTSF;TCN2;UPP1;JUN;ATF3;STOM;ISCU;PHLDA3;F2R;TAX1BP3;TOB1;HMOX1;PITPNC1;BTG1;EPHX1;DCXR;ABCC5;XPC;TRIAP1;FAS;TGFB1;HINT1;IRAK1;BAK1;PERP;KLF4;CCNG1;FOS;TSC22D1;CEBPA;TGFA;DDB2;FUCA1;CDKN2B;LIF;MAPKAPK3;GADD45A;SPHK1;PLK2;CD81;ZMAT3;INHBB;CDKN2AIP;NOTCH1;CD82;PRKAB1;TXNIP;APAF1;APP;SOCS1;SP1;CSRNP2;NINJ1;TP63;TRAF4;FBXW7;SLC3A2;ABHD4;EPHA2;ZFP36L1;SEC61A1;PLK3;PTPN14;HSPA4L;TM4SF1;TPRKB;DDIT4;HBEGF;SLC7A11;NUDT15;BMP2;CGRRF1;RRAD;IER5;RNF19B;DDIT3;TAP1;SFN;PMM1;CASP1;VDR;NDRG1;SESN1;BAX;GM2A;HDAC3;CLCA2;ABAT;IP6K2;PIDD1;FDXR;SLC19A2;AK1;WWP1;RHBDF2;PDGFA;FOXO3;GLS2;PCNA;COQ8A;CCP110;RAD9A;SDC1;POLH;DRAM1;RCHY1;CYFIP2;PRMT2;TRIB3;TNFSF9;TP53;STEAP3;MDM2;DGKA;DEF6;AEN;RPL36;RALGDS;CCNK;HRAS;SLC35D1;RAB40C;RAD51C;EPS8L2;JAG2;WRAP73;RXRA;TRAFD1;PROCR;MXD4;KIF13B;PPM1D;RETSAT;ANKRA2;BAIAP2
Myc Targets V1,1.0,1.0,0.4870168483647176,RPS3;RPL22;RPL34;HSP90AB1;NCBP1;RSL1D1;DDX21;PA2G4;STARD7;LDHA;HNRNPR;CCT4;PSMD8;PSMD14;RPS6;RNPS1;FBL;RPL6;EIF3J;YWHAQ;PSMA1;RPS2;PSMB3;PSMC6;ERH;NME1;RPL14;RPS5;PPIA;HNRNPC;PHB2;RACK1;EEF1B2;PSMC4;C1QBP;HSPE1;PSMD1;HNRNPA1;SRSF3;YWHAE;HNRNPD;SNRPD2;UBE2L3;EIF3B;EIF1AX;CBX3;XRCC6;IMPDH2;CCT2;APEX1;PSMA7;RAN;SERBP1;SNRPG;RANBP1;GNL3;CNBP;NCBP2;SSBP1;SET;SNRPB2;CCT7;LSM7;NOLC1;ILF2;PHB;MYC;SRSF2;HSPD1;COX5A;HPRT1;SLC25A3;MCM6;PRDX3;EXOSC7;TRA2B;MRPS18B;NHP2;PRPF31;TCP1;ODC1;RPS10;EIF3D;SRSF7;PABPC4;RAD23B;ACP1;POLD2;PWP1;PCBP1;NOP56;CANX;SMARCC1;EIF4E;LSM2;PSMB2;CYC1;BUB3;TOMM70;AIMP2;EIF4G2;VBP1;RUVBL2;PTGES3;GLO1;CCT3;PRDX4;HNRNPU;G3BP1;DDX18;SNRPD1;CTPS1;USP1;UBA2;EIF4H;HDDC2;CSTF2;PSMA2;NPM1;CDC45;CCT5;CDK4;TYMS;NOP16;DEK;SSB;ABCE1
Coagulation,0.929928218368047,0.5882352941176471,0.5784096973393307,CRIP2;FYN;TIMP3;GDA;SPARC;APOC1;CFI;RGN;CSRP1;PREP;CTSH;COMP;SERPING1;CAPN2;C1S;ISCU;ANG;MSRB2;CTSB;HTRA1;MAFF;ARF4;S100A13;USP11;PRSS23;ADAM9;F3;FN1;MMP3;ANXA1;CFH;C1R;HNF4A;WDR1;PEF1;LAMP2;DUSP14;DUSP6;LTA4H;C2;CD9;TIMP1;GSN;SERPINE1;PROS1;PLAT;CLU;THBS1;CTSO;C3;MMP2;MMP14;LEFTY2;CFD
Androgen Response,0.8864585008617684,0.6470588235294118,0.6233894945490585,PTK2B;CCND3;ACTN1;HPGD;PA2G4;TNFAIP8;RAB4A;TMEM50A;SLC38A2;LMAN1;XRCC6;PLPP1;VAPA;DBI;ELL2;SELENOP;ADRM1;STK39;NCOA4;IDI1;ABCC4;GNAI3;IQGAP2;PIAS1;ELOVL5;SCD;SGK1;TSC22D1;DNAJB9;CCND1;INSIG1;SRF;ADAMTS1;STEAP4;ZMIZ1;BMPR1B;SMS;MYL12A;GUCY1A1;HERC3;UAP1;UBE2I;DHCR24;FADS1;CDC14B;HMGCR;APPBP2;HOMER2;SPCS3;ARID5B;PMEPA1;UBE2J1;CDK6;RRP12;PDLIM5;SLC26A2;ELK4;ALDH1A3;SEC24D;NDRG1;GPD1L;CENPN;FKBP5;MAF;ACSL3;NKX3-1;ZBTB10;B4GALT1;ITGAV;MAP7;HSD17B14;XRCC5
Glycolysis,-0.337061597111491,0.999,0.9992855830662775,KIF2A;QSOX1;ZNF292;EGFR;XYLT2;PRPS1;CASP6;FBP2;ALDOA;SAP30;DLD;GPC1;SLC35A3;PYGB;CHST1;NOL3;BPNT1;CAPN5;DSC2;ME2;MERTK;SOX9;PGAM2;IDUA;MED24;P4HA1;GOT2;SLC25A10;PHKA2;CHST12;STC1;EFNA3;GLCE;VLDLR;PPP2CB;CHST2;PAXIP1;VEGFA;ABCB6;PDK3;RBCK1;PC
E2F Targets,-0.4298388218973061,0.995995995995996,1.0,MRE11;SSRP1;CDC25B;SYNCRIP;XPO1;LUC7L3;DSCC1;UNG;PAN2;PRPS1
Pperoxisome,-0.43857050717490464,0.996969696969697,1.0,HSD11B2;ABCB9;STS;GNPAT;ACOX1;IDE;ABCB1;PEX11A;HSD17B4;EHHADH;SLC25A17;SLC25A19;ACSL5;ABCD3;CAT;CDK7;RETSAT;MVP;PEX11B;EPHX2;MLYCD;CLN8;CEL;HRAS;SLC25A4;DLG4;MSH2
Estrogen Response Early,-0.551034638811612,0.963963963963964,1.0,SLC7A2;TGM2;DEPTOR;SVIL;RHOBTB3;GREB1;ASB13;ABLIM1;ADD3;MINDY1;AR;SYBU;ELOVL2;PGR;PEX11A;CBFA2T3;TGIF2;SOX3;ITPK1;SLC22A5;AKAP1;TPD52L1;TIPARP;MED24;ABHD2;MAPT;FDFT1;MREG;KDM4B;INPP5F;TIAM1;NRIP1;ISG20L2;SIAH2;ABCA3;SYNGR1;NAV2;SH3BP5;ALDH3B1;SCARB1;PAPSS2;HR;OVOL2;STC2;B4GALT1;ADCY1;FKBP4;SLC1A1;WFS1;RAPGEFL1;AQP3;FARP1;SLC19A2;FKBP5;SEC14L2;KRT18;NPY1R;MICB;DHRS3;ABAT;GLA;AMFR;FHL2;AFF1;CISH;RPS6KA2;MYBL1;TMEM164;SFN;SEMA3B;CELSR1;LRIG1;SLC26A2;RBBP8;RRP12;SLC2A1;MPPED2;NBL1;ARL3;RAB17;SNX24;SLC1A4;FCMR;MUC1;PODXL;UNC119;CHPT1;GFRA1;KLF10;SLC37A1;AREG;SLC16A1;MAST4;PLAAT3;BAG1;UGCG;ELF1;SLC39A6;KCNK5;TFF3;RETREG1;FLNB;SLC9A3R1;PMAIP1;CD44;SLC7A5;INHBB;BCL2;GAB2;SULT2B1;NXT1;PPIF;KCNK15;REEP1;TPBG;SLC24A3;WWC1;CA12;HSPB8;DHCR7;CALCR;CCND1;RASGRP1;NCOR2;RARA;OLFM1;BLVRB;FOS;DLC1;KLF4;BHLHE40;HES1;TSKU;ELOVL5;SCNN1A;CANT1;MYOF;MYBBP1A;ENDOD1;PRSS23;CCN5;RHOD;CXCL12;KAZN;MED13L;MYC;JAK2;FAM102A;CYP26B1;NADSYN1;DYNLT3;EGR3;XBP1;TOB1;PTGES;IL6ST;OLFML3;RAB31;OPN3;ADCY9
Fatty Acid Metabolism,-0.5545443866390805,0.9789579158316634,1.0,CPT1A;PTPRG;ACSS1;ACOX1;ADSL;ALAD;ALDOA;CPOX;DLD;SDHA;HSD17B4;ACAT2;SLC22A5;MCEE;AADAT;EHHADH;GPD1;ACSL5;PPARA;SUCLG2;ACADM;CD36;RETSAT;CBR1;KMT5A;ENO3;ACADL;CYP1A1;CA4;HMGCS1;CPT2;BPHL;ETFDH;MLYCD;CEL;ACOT2;FMO1
Adipogenesis,-0.6174150398653669,0.957,1.0,ESYT1;DRAM2;ATP1B3;ITSN1;RIOK3;TANK;GPHN;PHLDB1;SLC19A1;PTCD3;ACOX1;CS;MYLK;LPL;ALDOA;BCKDHA
Bile Acid Metabolism,-0.6495069775059108,0.896969696969697,1.0,NR3C2;GNPAT;GCLM;ABCA5;AR;DIO2;PEX11A;PECR;HSD17B4;ABCA9;RBP1;ABCA6;ACSL5;ABCA2;BMP6;ABCD3;NPC1;CAT;ABCA8;PFKM;RETSAT;PAOX;EPHX2;RXRA;MLYCD;SLC29A1
KRAS Signaling Up,-0.668976522787353,0.921,1.0,TFPI;AKAP12;TRIB2;ETV5;CLEC4A;IL1B;ABCB1;MTMR10;IGF2;ENG;VWA5A;TRAF1;MPZL2;STRN;GPRC5B;KIF5C;INHBA;SNAP91;YRDC;NAP1L2;SOX9;PRRX1;CD37;FCER1G;TNFAIP3;BTBD3;ATG10;ALDH1A2;IKZF1;EVI5;ETV1;CDADC1;EPHB2;TNFRSF1B;ANKH;DCBLD2;RETN;PTCD2;CTSS;MAP3K1;TMEM158;ANO1;SCN1B;EMP1;TSPAN13;ADAM17;SDCCAG8;TPH1;EPB41L3;PRDM1;ETV4;CAB39L;ZNF639;DNMBP;MAP7;LY96;PLVAP;LCP1;CXCR4;GADD45G;IL10RA;MMP9;CFB;RELN;JUP;CXCL10;FBXO4;F13A1;IRF8;AKT2;TOR1AIP2;PECAM1;ADAM8;MAP4K1;LAPTM5;ERO1A;SEMA3B;TSPAN7;SPP1;ALDH1A3;NGF;CCSER2;BMP2;CA2;EREG;MMD;MMP11;PLAU;IL7R;HBEGF;PCP4;CBX8;ID2;ETS1;F2RL1;PPBP;ST6GAL1;CBR4;ITGA2;ACE;HKDC1;RABGAP1L;PRELID3B;IL1RL2;IL33;SATB1;G0S2;MALL;CCL20;PTBP2;BPGM;ZNF277;GLRX;CMKLR1;PLAT;ITGBL1;ITGB2;GUCY1A1;SPARCL1;ADGRA2;PEG3;BTC;TRIB1;RBM4;CBL;DUSP6;LAT2;KCNN4;GNG11;TMEM100;LIF;PLAUR;AVL9;FUCA1;TMEM176A;GYPC;SCG5;NR1H4;ARG1;FLT4;PTPRR;GALNT3;FGF9;CFH;KLF4;PSMB8;MAFB;SNAP25;GFPT2;SERPINA3;RBP4;ADGRL4;USP12;HSD11B1;ANGPTL4
IL-2/STAT5 Signaling,-0.6839319612030306,0.9095477386934674,1.0,SNX14;SHE;TTC39B;TGM2;ITGA6;DENND5A;HUWE1
Allograft Rejection,-0.754075382091317,0.831494483450351,1.0,ICOSLG;NCK1;IFNAR2;AKT1;EIF4G3;EGFR;B2M;APBB1;IL7;HLA-DOA;IL1B
Notch Signaling,-0.7617397543917439,0.7416107382550335,1.0,MAML2;DLL1;ST3GAL6;LFNG;SAP30;FBXW11;PPARD;NOTCH2
G2-M Checkpoint,-0.7921009099349509,0.803,1.0,EGF;CUL3;CDC25B;ARID4A;SYNCRIP;FOXN3;XPO1;ATRX;CHAF1A;NUMA1;SLC38A1;DMD;SMC2;ORC5;NUP50;SRSF1;NDC80;SAP30;PML;POLA2;KIF20B;STAG1;TENT4A;LBR;PRPF4B;CCNT1;CASP8AP2
UV Response Dn,-0.8611455387845202,0.6990972918756269,1.0,PRKAR2B;RASA2;NIPBL;MAP2K5;INPP4B;TFPI;APBB2;ATRX;PIAS3
Spermatogenesis,-0.9901195837545087,0.4847560975609756,1.0,SHE;NOS1;SPATA6;PRKAR2A;MLLT10;PHF7;PHKG2;DMC1;IDE;CLVS1;SEPTIN4;CCT6B;PARP2;HSPA2;SNAP91;HSPA1L;PIAS2;PGS1;NPHP1;AGFG1;GMCL1;VDAC3;TALDO1;RAD17;GAPDHS;CHFR;MAP7;IL12RB2;CSNK2A2;NAA11;STAM2;IFT88;CFTR;LDHC;IP6K1;NF2;IL13RA2;GSTM3;TOPBP1;PCSK4;AURKA;SYCP1;DBF4;STRBP;ZC2HC1C;RFC4;ZPBP;SLC2A5;ADAM2;HSPA4L;ART3;HBZ;ACE;MTOR;CDKN3;RPL39L;TSN;COIL;EZH2;POMC;MLF1;MAST2;PEBP1;ARL4A;CAMK4;PACRG
PI3K/AKT/mTOR  Signaling,-0.99078083433419,0.4888663967611336,1.0,NCK1;AKT1;ITPR2;PRKAR2A;EGFR;CDK2;PRKAG1;MKNK1;GRK2
Apical Surface,-0.993205734227202,0.4550379198266522,1.0,NCOA6;ADAM10;MDGA1;ATP8B1;TMEM8B;FLOT2;LYN;CROCC;BRCA1;IL2RB;GHRL;DCBLD2;MAL;CX3CL1;SLC2A4;B4GALT1;CRYBG1;NTNG1;AKAP7;ADIPOR2;GSTM3;LYPD3;THY1
Apical Junction,-1.012049381425413,0.47647647647647645,1.0,NECTIN3;PCDH1;MAP4K2;RASA1;CTNND1;EPB41L2;EGFR;SRC;RHOF;IRS1;ACTN3;SLIT2;PBX2;ARHGEF6;CLDN15;CNTN1;TAOK2;PKD1;VWF;TMEM8B;FBN1;TRAF1;PLCG1;SYK;SYMPK;MPZL2;TSC1
heme Metabolism,-1.0159301236012752,0.473,1.0,TRAK2;TNS1;RIOK3;RNF19A;CIR1;MARK3;USP15;ARHGEF12;DAAM1;LMO2;RBM38;GCLM;ANK1;PPP2R5B;SIDT2;ALAD;IGSF3;FOXJ2;CPOX;UBAC1;DCAF10;CTNS;ACSL6;HAGH;PPOX;SLC11A2;ALDH1L1;SYNJ1;XPO7;SEC14L1;FECH;SLC22A4;RBM5;FN3K;CAT;CLCN3;CCDC28A;GAPVD1;GYPE;HTATIP2;SLC6A9;TMCC2;BMP2K;MPP1;HDGF;EZH1;NUDT4;KAT2B;ABCB6;BACH1;ASNS;KHNYN;PC;PIGQ;RCL1;MKRN1;UCP2;TOP1;SNCA;RHD;MOCOS;FBXO34;ADD1;TAL1;PSMD9;BTRC;FBXO7;EPOR;RHCE;GMPS;ADIPOR1;SLC25A37;FOXO3;TFRC;RNF123;ABCG2;ATG4A;AQP3;GLRX5
Wnt-beta Catenin Signaling,-1.1191801852977767,0.3275488069414317,1.0,DLL1;MAML1;PPARD;FRAT1;NOTCH4;AXIN2;JAG2;CSNK1E;DVL2;WNT5B;DKK1;PSEN2;TP53;ADAM17;HEY2;SKP2;GNAI1;TCF7;AXIN1;JAG1;HDAC2;KAT2A;LEF1;NCSTN;CUL1
Hedgehog Signaling,-1.1962460412745914,0.2556053811659193,1.0,RASA1;ADGRG1;PML;L1CAM;TLE3;TLE1;VLDLR;VEGFA;GLI1;HEY2;SLIT1;NF1;CNTFR;CRMP1;MYH9;AMOT;DPYSL2;UNC5C;RTN1;THY1;CELSR1
Myogenesis,-1.2692253325793947,0.12437311935807423,1.0,RYR1;MEF2C;LARGE1;TNNT1;MYL1;NOS1;SVIL;MYOM2;CSRP3;DES;TPM2;IGFBP7;MYO1C;MYH2;SH3BGR;FXYD1;ABLIM1;DMD;MYL3;ACTN3;MYLK;TNNI1;CKM;TCAP;MYH7;MYLPF;SCHIP1;RB1;MYH11;TPD52L1;GNAO1;SORBS3;MYH3;ACTC1;ATP2A1;MB;SLN;PGAM2;LAMA2;PICK1;MAPRE3;SYNGR2;CHRNB1;CD36;COX7A1;PFKM;CASQ1;PKIA;PTGIS;SIRT2;ENO3
KRAS Signaling Dn,-1.546716746305501,0.023185483870967742,0.29459492559857936,EGF;RYR1;SLC16A7;CPEB3;NOS1;CDKAL1;NTF3;HSD11B2;SPHK2;SYNPO;MTHFR;ZNF112;SMPX;SHOX2;ZBTB16;MAST3;CKM;LFNG;C5;MYH7;GTF3C5;ASB7;AKR1B10;TGFB2;ACTC1;IDUA;CCDC106;MYO15A;MFSD6;THNSL2;TCF7L1
Mitotic Spindle,-1.6612098623936487,0.003,0.23849278438896943,NCK1;RASA1;NEDD9;RASA2;FGD4;CNTRL;CLASP1;TLK1;ITSN1;RABGAP1;EPB41L2;KIF1B;SOS1;ARHGEF12;ARHGAP10;SHROOM1;AKAP13;CD2AP;SYNPO;NUMA1;LATS1;RHOF;SASS6;CEP131;NCK2;ALS2;NDC80;TAOK2;APC;CNTROB;KIF20B;TUBD1;ABI1;PCM1;CLIP1;KNTC1;RAPGEF5;TSC1;CENPJ;KPTN;CDC42EP2;MAP1S;ARHGEF7;TUBGCP6;PIF1;LLGL1;HOOK3;NOTCH2;CSNK1D;CKAP5;CDC42BPA;TUBGCP3;ABR;ARHGEF2;ROCK1
