target,importance_Vascular,in_vascular,importance_MuSC,in_musc,importance_FAP,in_fap,in_sasp12
GLYCTK,,False,,False,0.0905232095570384,True,False
GNGT1,,False,,False,0.482727498987228,True,False
GOLGA6C,,False,0.0002042394923967,True,,False,False
GOT1,,False,,False,0.7453595975384226,True,False
GPC5-AS1,,False,,False,0.5616777644486435,True,False
GRHPR,,False,,False,0.0866857141607556,True,False
GSC,1.6850041297133303e-10,True,,False,,False,False
GSTA9P,0.2024621226907357,True,,False,,False,False
GTF2A2,,False,,False,0.0984985628944093,True,False
GTPBP6,,False,,False,0.0602587214554904,True,False
GUSBP11,,False,,False,0.1130431515256197,True,False
GYG2P1,,False,,False,0.4863021320194383,True,False
GYS2,,False,,False,0.4673209799682636,True,False
H2AFZ,,False,0.3804833403987516,True,,False,False
HCCAT5,,False,,False,1.6413276545358658e-05,True,False
HCFC2,,False,,False,8.919541667730848e-05,True,False
HECTD4,,False,,False,0.2698115706281713,True,False
HIGD2B,,False,,False,1.069110215062461,True,False
HLX,,False,,False,0.1897656652826875,True,False
HMG20B,,False,,False,0.090809348822296,True,False
HMGB1P4,,False,,False,1.5561690110834678,True,False
HMGB1P41,,False,,False,0.2899570147400615,True,False
HMGB1P9,,False,,False,0.4610928030245927,True,False
HMGB2,,False,0.2143981095635537,True,,False,False
HNF1A,,False,0.902471154455511,True,,False,False
HNRNPA1P57,1.6000962758230183e-05,True,,False,,False,False
HNRNPC,,False,,False,0.8543195450250782,True,False
HOXB2,,False,,False,3.1024551931431894,True,False
HOXC13,,False,,False,0.0402722488006953,True,False
HOXD4,,False,0.2467806033073372,True,,False,False
HOXD8,,False,,False,0.6306337615571813,True,False
HP,,False,,False,0.2093420453645872,True,False
HPYR1,,False,,False,0.3770773245906852,True,False
HSH2D,,False,0.9920722671102638,True,,False,False
HSP90AB4P,,False,,False,0.2065793657313658,True,False
HSPA1L,0.0499982034393906,True,,False,,False,False
HSPB7,,False,,False,0.1176249536611693,True,False
HTR3E,,False,,False,0.0002123448103525,True,False
HUNK,,False,,False,6.175765675492155e-08,True,False
IAPP,,False,,False,0.4964692571503675,True,False
ID1,,False,,False,0.0580808370685328,True,False
ID4,0.4265635922659511,True,,False,,False,False
IER3,,False,,False,1.6841213055364277,True,False
IER3IP1,,False,0.2243689217753508,True,,False,False
IFIH1,,False,0.4633970455712886,True,,False,False
IFT52,0.261420892758964,True,,False,,False,False
IGFBP3,0.2288163301377954,True,,False,,False,False
IGFBP4,,False,,False,0.0655246962126243,True,False
IL21,,False,,False,0.0131751777035753,True,False
IL6,,False,,False,0.1147995907934156,True,True
INTS4P1,,False,1.2736169250307534,True,,False,False
IQCA1L,,False,,False,0.330559464710988,True,False
IQCJ-SCHIP1,,False,,False,0.7191152248898713,True,False
IRF8,,False,0.0182938660678233,True,,False,False
IRX4,,False,,False,0.0079419909503036,True,False
ITPKC,0.1489038225934058,True,,False,,False,False
JAK2,,False,,False,0.0657836547315594,True,False
JAK3,0.493218665633222,True,,False,,False,False
JRKL-AS1,,False,0.0568583047401501,True,,False,False
JUN,,False,,False,0.0590169962103909,True,False
JUNB,0.0321722484901576,True,,False,,False,False
KANTR,,False,,False,0.1016007890100226,True,False
KBTBD13,,False,,False,2.3232674069782004e-05,True,False
KCNC3,1.6716122023136438e-05,True,,False,,False,False
KCND2,,False,,False,0.0358732043657633,True,False
KCTD16,,False,,False,0.1438143706473167,True,False
KDELC1P1,2.3709843531289208,True,,False,,False,False
KIAA1143,0.4919451618424065,True,,False,,False,False
KIAA1211,,False,,False,0.1860622817058808,True,False
KIAA1841,,False,,False,2.254253833264155e-05,True,False
KIF14,,False,0.1125766701690715,True,,False,False
KIF15,,False,0.0715277579846548,True,,False,False
KIRREL3,,False,,False,0.1098057629845322,True,False
KLF10,,False,,False,0.934057294187862,True,False
KLF16,,False,0.0946083367202709,True,,False,False
KLF4,,False,,False,0.0312343559450496,True,False
KLF9,,False,,False,0.0977108894991646,True,False
LAMA3,,False,0.0938261500437389,True,,False,False
LAMA4,,False,0.0736124200620483,True,,False,False
LCLAT1,,False,,False,0.0880187048098933,True,False
LCORL,,False,,False,0.1215851699664092,True,False
LEKR1,,False,,False,0.1752109323247907,True,False
LEPR,,False,,False,0.0853063867887288,True,False
LINC00113,,False,,False,0.6311014640288081,True,False
LINC00114,,False,,False,0.5602287660714346,True,False
LINC00211,,False,,False,0.7063548687225664,True,False
LINC00278,,False,,False,0.0010661816551379,True,False
LINC00290,,False,,False,0.4842350748465073,True,False
LINC00520,0.340177277731297,True,,False,,False,False
LINC00535,,False,,False,0.075924729500685,True,False
LINC00589,,False,,False,3.813747147868251e-06,True,False
LINC00880,,False,0.8772189587440034,True,,False,False
LINC00894,,False,,False,0.2147261579325808,True,False
LINC00926,,False,0.100985369658229,True,,False,False
LINC01194,,False,,False,0.7343427619625256,True,False
LINC01209,0.9898862260766365,True,,False,,False,False
LINC01213,,False,,False,0.5353644519058242,True,False
LINC01297,,False,,False,9.74724869668178e-05,True,False
LINC01392,,False,,False,0.3872950262198768,True,False
LINC01470,,False,,False,1.1605083965155273e-07,True,False
LINC01674,,False,,False,0.4226558706637887,True,False
LINC01752,,False,,False,0.1400943588682944,True,False
LINC01788,,False,,False,0.4750353288312857,True,False
LINC01793,,False,,False,1.0940911407848204,True,False
LINC01802,,False,,False,0.4636808734033487,True,False
LINC01822,,False,,False,0.4123005346410182,True,False
LINC01862,,False,,False,0.1882068915968891,True,False
LINC01870,,False,,False,0.163338213909969,True,False
LINC01873,,False,,False,0.3813414885538178,True,False
LINC02020,,False,,False,0.3324552206631633,True,False
LINC02052,,False,,False,0.3399740877622756,True,False
LINC02065,,False,,False,0.5504737392159884,True,False
LINC02069,,False,,False,0.0483627905227675,True,False
LINC02109,,False,,False,0.5681983911146138,True,False
LINC02172,,False,,False,0.3519085603607326,True,False
LINC02212,0.3599740450709444,True,,False,,False,False
LINC02240,,False,,False,0.2115573286506049,True,False
LINC02268,,False,,False,0.7612297949817686,True,False
LINC02271,,False,,False,0.5742175858580227,True,False
LINC02303,,False,,False,0.5349913983039819,True,False
LINC02341,,False,,False,0.1691553758367825,True,False
LINC02414,,False,,False,0.3599789224210993,True,False
LINC02451,,False,,False,0.2809677600534849,True,False
LINC02483,,False,,False,0.4129575697539613,True,False
LINC02484,,False,,False,0.687756388675092,True,False
LINC02490,,False,,False,0.4184958816542943,True,False
LINC02498,,False,,False,1.097201284325657,True,False
LINC02503,,False,,False,0.3057178416846536,True,False
LINC02508,0.1564478075690018,True,,False,,False,False
LINC02652,,False,,False,1.502420260265099e-06,True,False
LINC02661,,False,,False,0.342439394133764,True,False
LINC02681,,False,,False,3.380629535837062e-06,True,False
LINC02714,3.0457105208132902e-05,True,,False,,False,False
LINC02770,,False,,False,0.000142470540238,True,False
LINC02781,,False,,False,0.4773827924504025,True,False
LINC02826,,False,,False,0.3374452436258943,True,False
LINC02855,,False,0.2806283961012126,True,,False,False
LMF1,0.1901452631174201,True,,False,,False,False
LRRIQ3,,False,0.0264623797269552,True,,False,False
LUC7L3,,False,,False,0.1199283041309838,True,False
LYPD6B,,False,,False,0.0244974389401439,True,False
MAFG,,False,0.1767170918059015,True,,False,False
MAGEB1,0.1136967104805817,True,,False,0.2383192073080919,True,False
MAGEC3,,False,,False,0.2002927416624829,True,False
MALRD1,,False,,False,0.118600664927371,True,False
MAPT,,False,,False,0.4566584812711883,True,False
MARCH3,,False,,False,0.0004048384068726,True,False
MBD1,,False,,False,0.1110857151121766,True,False
MCUR1P1,,False,,False,1.7151036262382184e-06,True,False
MEF2B,,False,,False,0.0161052215794104,True,False
MEF2C-AS1,,False,,False,0.1773444286343336,True,False
MEG8,,False,,False,0.0936672678174003,True,False
MEIS3,,False,,False,0.1781053716526011,True,False
MEOX1,,False,,False,0.1721061398705341,True,False
MFAP5,,False,,False,0.1132042978295775,True,False
MGAT4C,,False,,False,0.0678440922649786,True,False
MGP,,False,,False,0.5850072420771142,True,False
MKI67,,False,0.0856786449062596,True,,False,False
MLXIP,,False,,False,0.0772577663637961,True,False
MROH7-TTC4,,False,,False,0.1080741322864579,True,False
MT-TL1,0.0085533213928704,True,,False,,False,False
MTHFD1,,False,,False,0.2020450327711901,True,False
MUC5AC,,False,,False,0.6172077104128922,True,False
MXI1,,False,1.3106750871791302,True,,False,False
MYBL1,0.0636660491885118,True,0.3448229117743693,True,,False,False
MYC,0.2502154273556249,True,,False,0.4088182479366203,True,False
MYH6,,False,,False,0.1421690596007607,True,False
MYLPF,,False,,False,0.034737739576412,True,False
MYNN,,False,1.364863283687385,True,,False,False
MYO18B,,False,,False,0.0698913114602221,True,False
NAV3,,False,,False,0.1855224037719144,True,False
NBEAP1,,False,,False,0.0430562948207614,True,False
NCBP2,,False,0.1919932250976886,True,,False,False
NEBL,0.0624366885894945,True,,False,,False,False
NEK2,,False,,False,0.7416940946925179,True,False
NELFE,,False,,False,0.4597830259083872,True,False
NETO2,0.1728155273435873,True,,False,,False,False
NEURL1-AS1,,False,,False,1.7658525779305743e-05,True,False
NEUROD6,,False,,False,0.683121669861541,True,False
NF1P3,,False,,False,1.2438132321515326e-05,True,False
NFATC2,,False,,False,0.0462305594079617,True,False
NFATC4,0.0719717905223443,True,,False,0.0919727347074046,True,False
NFIL3,,False,0.1876246310996656,True,,False,False
NIPAL2,,False,,False,0.1640958825224032,True,False
NKX6-2,,False,1.0334687373386034e-05,True,,False,False
NLGN4Y,,False,,False,0.1195580851265433,True,False
NLRP11,,False,,False,1.0510890128248244e-05,True,False
NME1,,False,,False,0.0342240872944028,True,False
NME9,,False,0.0632534362702747,True,,False,False
NNT,,False,0.2862108893348495,True,,False,False
NPAS3,,False,,False,0.1074868624014292,True,False
NPHP3,,False,,False,0.1125471746223419,True,False
NPTX2,,False,0.4190648232785124,True,,False,False
NR2F1,0.0345399753202247,True,,False,,False,False
NR2F2-AS1,,False,,False,0.8198862664913744,True,False
NR4A1,,False,,False,0.6496336754903769,True,False
NR4A2,0.6134144099502902,True,,False,0.2819121384982156,True,False
NR4A3,0.0434842888990314,True,,False,,False,False
NSRP1P1,,False,,False,0.2814448998732246,True,False
NUP50-DT,,False,,False,0.3354684687848767,True,False
NUSAP1,,False,0.0662287636662775,True,,False,False
OCLNP1,,False,,False,0.3558406274313444,True,False
OR10A2,,False,,False,0.4530794409568262,True,False
OR2A12,,False,,False,0.6339384763210907,True,False
OR2AP1,0.7295250009320219,True,,False,,False,False
OR7A10,,False,,False,0.8962825202950736,True,False
OR8B9P,0.253564743889072,True,,False,,False,False
ORAI2,0.2064061050978013,True,,False,,False,False
PACS1,,False,,False,0.0810167846867933,True,False
PACSIN1,,False,,False,0.3176199211474287,True,False
PADI1,,False,,False,0.817964269227886,True,False
PAIP1P1,0.0430464222424072,True,,False,,False,False
PAK5,,False,,False,0.1318613097197111,True,False
PAN3,,False,,False,0.2520679807829867,True,False
PAQR9,,False,,False,0.4384628055486824,True,False
PARAL1,,False,,False,0.4278244772674917,True,False
PARP1,,False,,False,0.2754538112358091,True,False
PBK,,False,0.9515941018633458,True,,False,False
PCAT5,,False,,False,1.556936687098306,True,False
PCCA,,False,,False,0.0637128449721545,True,False
PCED1B,,False,,False,5.143884781421001e-06,True,False
PDK3,,False,0.198423083412883,True,,False,False
PDYN-AS1,,False,,False,0.2854032040800416,True,False
PDZRN3,,False,,False,0.1287032816513854,True,False
PHF21A,,False,,False,0.4243679212696826,True,False
PHF8,0.1901371309796318,True,,False,,False,False
PKD1L2,,False,,False,0.0477104561457578,True,False
PKLR,0.0055233091492999,True,,False,,False,False
PLAAT2,,False,,False,0.0076617457435005,True,False
PLCB1-IT1,,False,,False,0.3695771156704427,True,False
PLCXD3,,False,,False,0.1360742723206924,True,False
PLEKHG2,0.2365899291380702,True,,False,,False,False
POLR2J3.1,1.5262593742219366,True,,False,,False,False
POSTN,0.0131363286464636,True,,False,,False,False
POTEM,,False,,False,0.0325333510783519,True,False
POU2F1,0.1724239734589135,True,,False,,False,False
POU3F1,,False,0.5982302992779053,True,,False,False
POU3F4,,False,,False,0.0014507808441434,True,False
PPARG,,False,,False,0.1622555605419526,True,False
PPARGC1A,0.2362892371158495,True,,False,,False,False
PPP1R8,0.4333661924561237,True,,False,,False,False
PPP2R2C,,False,,False,0.172248822215458,True,False
PRAMEF15,,False,,False,1.019022315419544,True,False
PRC1,,False,0.3067980627793737,True,,False,False
PRDM16,0.3364396045557933,True,,False,,False,False
PRELID2,0.1557575954218611,True,,False,,False,False
PRKX-AS1,,False,,False,0.0078557031934105,True,False
PRRX1,,False,0.1683109147656548,True,0.1683375139705752,True,False
PSG9,,False,,False,0.4203098271976354,True,False
PTCHD1-AS,,False,,False,0.1106066058433378,True,False
PTGS2,0.0900213917069454,True,,False,,False,False
PTMAP3,,False,,False,0.00495049140001,True,False
PTPN4,,False,,False,0.0822640193379393,True,False
PTX3,,False,,False,0.0002502941508234,True,False
PYGM,,False,,False,0.0015442955800759,True,False
RAB17,,False,0.1764373470696432,True,,False,False
RAB27B,,False,0.085109173067089,True,,False,False
RABIF,,False,0.0788003388695939,True,,False,False
RAET1E,0.102011887800194,True,,False,,False,False
RASA2-IT1,,False,,False,0.4930844678895079,True,False
RBM12B,0.1979539161684752,True,,False,,False,False
RBM8A,,False,,False,0.0852171712809408,True,False
RBPJL,0.0158906079216546,True,0.0116753041289987,True,,False,False
RFC2,,False,,False,0.6574242874880666,True,False
RFX5,,False,0.7591884382264328,True,,False,False
RGS16,,False,,False,0.0450045233811601,True,False
RLF,,False,0.181590624380506,True,,False,False
RNLS,,False,,False,0.0002512083463467,True,False
RNU2-5P,,False,,False,0.5550821324789529,True,False
RNU6-39P,,False,,False,0.0084293911714197,True,False
RORB,,False,,False,0.0628428623469165,True,False
RPE65,,False,,False,0.3305668850339835,True,False
RPL21P32,0.0223179976827421,True,,False,,False,False
RPL23AP12,,False,,False,0.9309948103103908,True,False
RPL31P12,,False,,False,0.5525675277394066,True,False
RPS6KA5,0.1087095109409045,True,,False,,False,False
RPTOR,,False,,False,0.0968207770261245,True,False
RUFY4,,False,,False,1.6257533201308816,True,False
RUNX2,0.2126836944991068,True,,False,,False,False
RUVBL1,,False,,False,0.0912469574748607,True,False
RUVBL2,0.2171263753188384,True,,False,,False,False
SALL3,0.049170241729269,True,,False,,False,False
SAMD3,,False,,False,0.0752461411328374,True,False
SDK1,,False,,False,0.0008596325998995,True,False
SEC62-AS1,,False,,False,0.3299922821034176,True,False
SEMA4A,0.0700401371892025,True,,False,,False,False
SERPINE1,0.0681919038265794,True,,False,0.2896146348413044,True,True
SF1,0.1071323665573882,True,,False,,False,False
SGO2,,False,1.153177349509945,True,,False,False
SH3RF3,,False,,False,0.1198030989979336,True,False
SHOX,,False,,False,0.0002335940962108,True,False
SIDT1,0.7624904466029405,True,,False,,False,False
SLC22A8,,False,,False,0.0624561492891289,True,False
SLC39A11,,False,,False,0.1029121298599643,True,False
SLC5A12,,False,,False,0.6836252333176045,True,False
SLC5A8,0.2051769417768549,True,,False,0.5854057998755405,True,False
SMAD3,0.4898643771494509,True,,False,,False,False
SMAD7,,False,,False,0.5898391896265774,True,False
SMAP2,,False,4.139892708573524,True,,False,False
SMARCE1P1,,False,,False,0.2962947827390991,True,False
SMIM35,,False,,False,0.0002441928333258,True,False
SNORD30,,False,,False,1.0665040004143496,True,False
SNORD33,,False,,False,0.6168822923730324,True,False
SNRPB2,,False,,False,0.0456934155276256,True,False
SOS2,,False,,False,0.3064585385862233,True,False
SOX3,,False,,False,0.0392862591669297,True,False
SP4,,False,,False,2.203729825323096,True,False
SPATA16,,False,,False,1.0268997119976149,True,False
SPDYE22P,,False,,False,0.6386953114038786,True,False
SPOCK3,,False,,False,0.1617017019480733,True,False
SPRED2,,False,,False,0.0015063991113165,True,False
SPRY1,0.2569556472638175,True,,False,,False,False
SRBD1,,False,0.1521180252427428,True,,False,False
SRF,,False,0.163078582078445,True,,False,False
STAC3,,False,,False,0.1721621536016016,True,False
STAG3L5P-PVRIG2P-PILRB,,False,,False,0.3570663302142939,True,False
STAT4,,False,0.2006807083347696,True,,False,False
SUSD4,,False,,False,0.2002817106581699,True,False
SUZ12,0.3116162180699525,True,,False,,False,False
SYT1,0.3684366091310654,True,,False,,False,False
TANGO6,,False,,False,0.0905488479119078,True,False
TBC1D13,0.5979111785658188,True,,False,,False,False
TBP,0.2201570890732523,True,,False,,False,False
TBX20,0.4251939867900379,True,,False,,False,False
TBX4,0.4820048507849817,True,,False,,False,False
TCEAL6,,False,,False,0.0012332421138488,True,False
TCP11,,False,,False,0.249541777505237,True,False
TDRG1,,False,,False,0.0158612506309087,True,False
TENT5D,,False,,False,0.2478469614688952,True,False
TEX36,,False,,False,0.1380307134781485,True,False
TEX53,,False,,False,0.3379859900678367,True,False
TFDP1,,False,0.2180388030095826,True,,False,False
TFDP2,,False,,False,0.1578102444430685,True,False
TFEC,,False,,False,0.0787137835399758,True,False
TFF3,,False,,False,0.69614046914254,True,False
TGM7,,False,,False,0.1699471462437417,True,False
THAP1,,False,,False,0.0970735905710278,True,False
THBS1,,False,,False,0.4861731691656891,True,False
THEMIS,,False,,False,0.3335212297443084,True,False
THSD7A,,False,,False,0.325853033926447,True,False
TMEM207,,False,,False,0.4879568094398336,True,False
TMEM213,,False,,False,0.3140537882295838,True,False
TMEM26-AS1,,False,,False,0.3702211189719501,True,False
TMEM52B,,False,,False,0.8785136416979065,True,False
TMPRSS6,,False,,False,0.0729751408065194,True,False
TNFAIP6,,False,,False,0.7962750609743615,True,False
TNRC6B,,False,,False,0.2449402686971012,True,False
TPD52L1,,False,,False,0.1133210690295363,True,False
TPM3P8,,False,,False,0.0494486745497762,True,False
TRAK1,,False,,False,0.0007316394927086,True,False
TRAPPC10,,False,,False,0.7539020277649148,True,False
TRIM69,,False,1.4968176884271092,True,,False,False
TRIP11,0.4729020880675903,True,,False,,False,False
TRMO,,False,,False,1.924922854478616,True,False
TRPV5,,False,,False,0.3295090349353742,True,False
TSC22D3,,False,0.0982648574567236,True,,False,False
TTN,,False,,False,2.4681133540096e-05,True,False
TTR,,False,0.1031110918141618,True,,False,False
TTTY11,,False,0.4326968451411636,True,,False,False
TTTY14,,False,0.0548995492615598,True,,False,False
TULP3P1,,False,,False,0.2108059097962252,True,False
TVP23C-CDRT4,,False,,False,0.1499826685708364,True,False
TWIST1,,False,0.0505227769555489,True,,False,False
U2,,False,,False,0.057934569791402,True,False
UBE2K,,False,,False,0.0498545206906145,True,False
UBXN1,,False,,False,0.0411883229963811,True,False
UGT2A2,,False,,False,0.3655325027549761,True,False
UGT2B7,,False,,False,0.4746659373805617,True,False
UMOD,,False,,False,0.4295612355911735,True,False
UNC93B4,,False,,False,0.0003883173911602,True,False
USP9Y,,False,,False,0.1497669400502124,True,False
UTP14C,0.3341953514721998,True,,False,,False,False
UTP18,,False,,False,0.1952177358896888,True,False
UTY,,False,,False,0.4070001879636299,True,False
VN2R19P,,False,,False,0.4216898566135668,True,False
VN2R3P,,False,,False,0.6583889835949216,True,False
WAC-AS1,0.2166153586081611,True,,False,,False,False
WBP11P1,,False,,False,0.7691021558067809,True,False
XBP1,0.2198114584580025,True,,False,,False,False
XIST,,False,,False,0.3111869003519317,True,False
XKR6,,False,,False,0.3435085933926847,True,False
YWHAEP1,0.0117800753940741,True,,False,,False,False
YWHAZ,,False,,False,0.3757522376254767,True,False
YY1P1,,False,,False,0.0159324408920848,True,False
Z82190.2,,False,,False,0.1114214608184591,True,False
Z82195.3,,False,,False,1.916564350357564e-05,True,False
Z93943.1,,False,0.035326824844013,True,,False,False
Z99496.2,,False,,False,0.547669645266432,True,False
ZBTB33,0.3458883495879655,True,,False,,False,False
ZBTB43,,False,0.4543883729417005,True,,False,False
ZBTB46,,False,0.1679697229759221,True,,False,False
ZBTB5,,False,0.1953356544183466,True,0.8309695257952566,True,False
ZC3H12B,,False,,False,0.0552033589170842,True,False
ZC4H2,,False,,False,5.890526270803604e-05,True,False
ZCCHC9,0.2344693229706381,True,,False,,False,False
ZEB1-AS1,,False,,False,0.365710095651622,True,False
ZFP69,,False,0.2699606476213642,True,,False,False
ZFY,,False,,False,0.1212859600673656,True,False
ZKSCAN8,,False,0.1683198146719211,True,,False,False
ZNF100,,False,,False,1.0658279988211443,True,False
ZNF14,,False,,False,2.10707149080603,True,False
ZNF165,,False,,False,5.491937004077913e-05,True,False
ZNF2,,False,,False,0.5220204893017251,True,False
ZNF202,,False,2.0579007231305626,True,,False,False
ZNF208,,False,,False,0.1319774999977957,True,False
ZNF211,,False,,False,0.1948031423276377,True,False
ZNF214,0.5688937004690324,True,,False,,False,False
ZNF23,,False,,False,0.2023935948703077,True,False
ZNF251,,False,,False,0.5909188943341771,True,False
ZNF267,,False,,False,2.4405186953274605,True,False
ZNF28,,False,,False,0.5133502619479259,True,False
ZNF280D,,False,,False,0.0913643516117729,True,False
ZNF300,,False,,False,0.1872152334106679,True,False
ZNF32,,False,,False,0.5897660176419808,True,False
ZNF333,,False,,False,0.4132029794867994,True,False
ZNF417,,False,,False,0.1842032582356863,True,False
ZNF431,,False,,False,0.1557628422074602,True,False
ZNF436,0.0625015231630317,True,,False,,False,False
ZNF438,,False,,False,0.4752945177911971,True,False
ZNF443,,False,,False,0.676905224520335,True,False
ZNF449,,False,,False,0.6970989162837202,True,False
ZNF479,0.089441997967746,True,,False,,False,False
ZNF487,,False,0.1934312175594766,True,,False,False
ZNF500,0.6419528187703734,True,,False,,False,False
ZNF506,,False,,False,0.1874913864190272,True,False
ZNF516,,False,0.2214894711188812,True,,False,False
ZNF565,,False,,False,0.8249287180328859,True,False
ZNF567,,False,,False,0.1304961772430729,True,False
ZNF570,,False,,False,0.8058728953617508,True,False
ZNF577,,False,,False,0.781281705965499,True,False
ZNF587,,False,0.2450002125681819,True,,False,False
ZNF615,,False,,False,2.8589284841070755,True,False
ZNF622,,False,,False,0.0343877946202529,True,False
ZNF668,,False,,False,0.1408239035106196,True,False
ZNF709,,False,,False,0.2315342474899322,True,False
ZNF716,,False,,False,1.5585206357573909,True,False
ZNF721,,False,,False,0.0542720932961163,True,False
ZNF725P,,False,,False,0.2222208648269276,True,False
ZNF729,,False,,False,0.0426349296208254,True,False
ZNF765,,False,,False,0.4890061355366149,True,False
ZNF768,0.2951720448554261,True,,False,,False,False
ZNF77,,False,,False,0.2929768594501724,True,False
ZNF778,0.1921681633840498,True,,False,,False,False
ZNF780B,,False,,False,0.8649665103406851,True,False
ZNRF3-IT1,,False,,False,0.365687315565174,True,False
ZSCAN21,0.0996373628797976,True,,False,,False,False
ZSCAN29,,False,,False,0.1812484168836615,True,False
